exercise,num_test_trials,mean_true_score,mean_predicted_score,MAE,RMSE,R2,PCC
E0,48,3.6318749487400055,3.818378046154976,0.3712625453869502,0.4814159544186301,0.621515414719558,0.8237227573904773
E1,33,4.186363653703169,4.097294092178345,0.3765121012023001,0.4759777516693807,0.6735095718707929,0.837066384278826
E2,27,3.997777806388007,4.359042432573107,0.4558231477384214,0.6269638068756063,0.42264863470512504,0.8152245262181536
E3,33,3.4954000169580635,4.166821703766331,0.9186605540188876,1.0039306060336846,-1.107285021972261,0.21235436451616285
E4,30,3.6140000581741334,4.252239195505778,0.686623199780782,0.8269204092193014,-0.15116614906995718,0.745747602368913
E5,33,4.268181822516701,4.148970524470012,0.3971520915175929,0.5517121273691336,0.045338632608279306,0.6379497114959242
E6,33,4.489090919494629,4.337788675770615,0.23704874876773718,0.3789397842068731,0.672040392331511,0.8530608251805709
E7,33,4.121818174015392,4.3185742334886035,0.5999659046982274,0.6888110212084465,-0.6443373633958747,0.3605499295976042
E8,33,4.248636440797285,4.349756638209025,0.3462241635178075,0.5122985695788544,0.6034142652132458,0.7897496159704048
E9,18,4.383349895477295,4.672942241032918,0.29377908176845974,0.3619197669203141,-2.8963895517296945,-0.19744001327442576
