person,num_test_trials,mean_true_score,mean_predicted_score,MAE,RMSE,R2,PCC
P12,5,3.172000026702881,3.721969985961914,0.9293085098266601,1.033577204007451,-0.37139270662214985,0.12999222531141955
P8,3,4.006666660308838,4.574007511138916,0.5673408508300781,0.5708875484448899,-129.94727372291067,-0.07601340899579323
P9,3,3.5231333573659263,4.532822450002034,1.0096890926361084,1.0299516364851267,-63.51130276318405,-0.8762380942153972
