camera,num_test_trials,mean_true_score,mean_predicted_score,MAE,RMSE,R2,PCC
C0,11,3.4954000169580635,4.175485437566584,0.8525120345028964,0.9293960933962695,-0.805999296280133,0.43794529565754914
