camera,num_test_trials,mean_true_score,mean_predicted_score,MAE,RMSE,R2,PCC
C1,11,3.4954000169580635,4.189681508324363,0.9012841311368075,0.9914367871037717,-1.0551614739787478,0.27665431004474594
