camera,num_test_trials,mean_true_score,mean_predicted_score,MAE,RMSE,R2,PCC
C1,9,3.258688873714871,3.902099264992608,0.9968726105160184,1.2147365704033257,-0.01444630151489501,0.5639219976346905
