camera,num_test_samples,mean_true_score,mean_predicted_score,MAE,RMSE,R2
C0,107,4.0571579331549525,4.023349617129174,0.48216375012264073,0.6849862878652478,0.31649703333747037
C1,104,4.036691337823868,4.095875492462745,0.46550992131233215,0.6666827350336788,0.3569734281457132
C2,107,4.0571579331549525,4.061645282763187,0.5434780521927592,0.7424069263525267,0.19710144130001117
