camera,num_test_trials,mean_true_score,mean_predicted_score,MAE,RMSE,R2,PCC
C2,16,3.6318749487400055,3.7552343904972076,0.7273286581039429,0.8225697689931042,-0.10497569954808106,-0.5637226677596059
