camera,num_test_trials,mean_true_score,mean_predicted_score,MAE,RMSE,R2,PCC
C0,11,3.4954000169580635,4.1678457043387676,0.8337823260914196,0.9078136355293275,-0.7230952877599806,0.4918634549150406
C1,11,3.4954000169580635,4.056230024857954,0.8824737938967618,0.9622457026313761,-0.9359219852485356,0.22218845820295538
C2,11,3.4954000169580635,4.136511369185015,0.8377851356159557,0.9386126812673328,-0.8419961854907141,0.3343836286076815
