person,num_test_trials,mean_true_score,mean_predicted_score,MAE,RMSE,R2,PCC
P12,15,3.172000026702881,3.6114617824554442,0.9378748416900635,1.0490532169800109,-0.4127685904654135,-0.3296684184547201
P8,9,4.006666660308838,4.520011266072591,0.5133446057637533,0.5208343271780154,-107.9919742830397,-0.08325333845587946
P9,9,3.5231333573659263,4.56826999452379,1.045136637157864,1.053686246342953,-66.5188086798454,0.22908068876805301
