camera,num_test_trials,mean_true_score,mean_predicted_score,MAE,RMSE,R2,PCC
C0,16,3.6318749487400055,3.603690892457962,0.3156229555606842,0.38102556323459236,0.762908782944113,0.8759021798597844
C1,16,3.6318749487400055,3.5370662808418274,0.3788875341415405,0.44748594067799874,0.6729862389597296,0.8339754749975078
C2,16,3.6318749487400055,3.611831083893776,0.3706864267587662,0.424161560677992,0.706187779587458,0.8422237322282959
