camera,num_test_trials,mean_true_score,mean_predicted_score,MAE,RMSE,R2,PCC
C0,16,3.6318749487400055,3.5717896819114685,0.33311009407043457,0.4001663983277847,0.7384898947739948,0.8664091875339017
