exercise,num_test_trials,mean_true_score,mean_predicted_score,MAE,RMSE,R2
E0,12,3.7649999459584556,4.058409949143727,0.4220721920331319,0.5628003230998333,0.4676045769167114
E1,11,4.229545441540805,4.155433741482821,0.32547042586586694,0.390001326118048,0.6669181008802885
E2,10,3.9140000104904176,4.273407459259033,0.5470655202865601,0.7800576814967327,0.355088008203842
E3,11,3.8509090813723477,4.0698887001384385,0.520488522269509,0.7761827148100515,0.2572805271148142
E4,10,3.7839999914169313,4.003677797317505,0.4426934003829956,0.7068844474643845,0.38406538341504504
E5,10,4.501419973373413,4.344134998321533,0.3329172134399414,0.45918201948485193,0.43351204495620566
E6,11,4.492727301337502,4.2639408545060595,0.34065300768071954,0.4378245798634818,0.4117004659901663
E7,12,4.133333285649617,4.4022496342659,0.33740176757176715,0.39084541908698545,0.27195431660950664
E8,9,4.1527778307596845,4.0826422108544245,0.45081014103359646,0.5586927446282601,0.5741227493021575
E9,8,4.064587503671646,4.257744461297989,0.41143709421157837,0.4745448783234072,0.39799725306786715
