camera,num_test_trials,mean_true_score,mean_predicted_score,MAE,RMSE,R2,PCC
C0,11,3.4954000169580635,4.1346258466893975,0.8626500909978693,0.9460771347781061,-0.8714101654965192,0.38483702345639337
C1,11,3.4954000169580635,4.065250786868009,0.9163300557570024,0.9939154961747768,-1.0654506128111145,0.23745425637388082
C2,11,3.4954000169580635,4.047411073337901,0.7909288839860396,0.8953006537838555,-0.6759215859438548,0.3599365334718097
