camera,num_test_trials,mean_true_score,mean_predicted_score,MAE,RMSE,R2,PCC
C0,8,3.481024980545044,3.994905650615692,0.791504979133606,0.9908561916726918,0.15369210737598116,0.7426337727646891
C1,8,3.481024980545044,3.92722287774086,0.8907838761806488,1.0485355202374473,0.052294435820100627,0.49310794778755124
C2,8,3.481024980545044,3.8426972031593323,0.7986544966697693,0.990398299475635,0.15447411437998637,0.5339075769819145
