camera,num_test_trials,mean_true_score,mean_predicted_score,MAE,RMSE,R2,PCC
C2,11,3.4954000169580635,4.018193743445656,0.6532238613475453,0.8754969331467061,-0.6026000415181776,-0.21912828311004814
