camera,num_test_trials,mean_true_score,mean_predicted_score,MAE,RMSE,R2,PCC
C2,8,3.481024980545044,4.025140136480331,0.9481062591075897,1.1335760355988949,-0.10766503865237964,0.3922734630612274
