exercise,num_test_trials,mean_true_score,mean_predicted_score,MAE,RMSE,R2
E0,12,3.7516666650772095,3.8812776803970337,0.46454628308614093,0.5871218873177053,0.3891302717074856
E1,11,4.229545441540805,4.035993359305642,0.37795680219476874,0.5537173233582223,0.32857874352935357
E2,10,3.831999945640564,3.976610779762268,0.4454464912414551,0.5860337882143043,0.5560185727580182
E3,11,3.8472727212038906,3.93693546815352,0.6200688752261075,0.8626061503437349,0.08011338590502204
E4,10,3.7839999914169313,3.864784669876099,0.4974303960800171,0.6936444086702942,0.406922375535573
E5,10,4.501419973373413,4.254096722602844,0.25188682079315183,0.4655107208612646,0.41778913293240216
E6,11,4.4909091212532735,4.132780335166237,0.41404973376880994,0.5779743074849759,-0.031179029458384466
E7,12,4.133333285649617,4.342786451180776,0.3337935407956441,0.38104793179369584,0.3079972880528983
E8,10,4.169500017166138,3.9186734437942503,0.4600269556045532,0.568856688635107,0.5028853576982351
E9,9,3.9675888220469155,4.023411936230129,0.4254520734151204,0.5686942488604666,0.49278934233580307
