exercise,num_test_trials,mean_true_score,mean_predicted_score,MAE,RMSE,R2
E0,12,3.753333330154419,3.9428836901982627,0.4004862308502197,0.48434377127999856,0.5910394161180267
E1,11,4.229545441540805,4.059109817851674,0.34486434676430444,0.43140457921817627,0.5924429912904756
E2,10,3.831999945640564,4.062172746658325,0.487652850151062,0.6526177338130775,0.4493987005210437
E3,11,3.8472727212038906,3.9475470672954214,0.5949932878667658,0.792617781893287,0.22332947996571006
E4,10,3.7839999914169313,3.945012021064758,0.4753735065460205,0.7229987648719566,0.3556632972434228
E5,10,4.501419973373413,4.299259448051453,0.2604897737503052,0.44436842852954017,0.46947320448019725
E6,11,4.492727301337502,4.275558861819181,0.28446806560863147,0.441307262481665,0.4023039656426357
E7,12,4.133333285649617,4.453944087028503,0.42145593961079914,0.4795669409440216,-0.09609211479241808
E8,10,4.169500017166138,3.9517412900924684,0.49191429615020754,0.6503313121538973,0.3502891082559194
E9,9,3.975933313369751,4.0804754628075495,0.523604604932997,0.7268567704598383,0.1853094635431506
