camera,num_test_trials,mean_true_score,mean_predicted_score,MAE,RMSE,R2,PCC
C2,11,3.4954000169580635,4.043795108795166,0.8001871759241278,0.9215950310865964,-0.7758085412312792,0.27239270058690124
