camera,num_test_trials,mean_true_score,mean_predicted_score,MAE,RMSE,R2,PCC
C1,11,3.4954000169580635,4.0903848734768955,0.8445701815865256,0.9401225968779305,-0.8479272706142111,0.22358233549488743
