camera,num_test_trials,mean_true_score,mean_predicted_score,MAE,RMSE,R2,PCC
C0,11,3.4954000169580635,4.067895499142733,0.7984034581617876,0.8836740544303241,-0.6326763398999591,0.40855757774450224
