camera,num_test_trials,mean_true_score,mean_predicted_score,MAE,RMSE,R2,PCC
C0,8,3.481024980545044,3.9266980588436127,0.7809375822544098,0.9570697866898629,0.2104232549941042,0.7248596940032942
