exercise,num_test_trials,mean_true_score,mean_predicted_score,MAE,RMSE,R2
E0,12,3.7516666650772095,4.210059404373169,0.5046079953511556,0.6898390950501987,0.156689186033372
E1,11,4.229545441540805,4.247924891385165,0.36710580912503327,0.46091506428809514,0.5347775438113176
E2,10,3.831999945640564,4.302633881568909,0.5721899509429932,0.8106682504583473,0.15041698946885196
E3,11,3.8472727212038906,4.217768322337758,0.5591928958892822,0.8713767320980356,0.06131232286628485
E4,10,3.7839999914169313,4.208679795265198,0.5420673370361329,0.9022165222312483,-0.003365841137865422
E5,10,4.501419973373413,4.383752608299256,0.333625340461731,0.4100967768558637,0.5481506680055227
E6,11,4.4909091212532735,4.393918687647039,0.31207160516218707,0.3979146266566969,0.5112386985503323
E7,12,4.133333285649617,4.42098327477773,0.2922878662745158,0.3863448786869642,0.2886245090703291
E8,10,4.169500017166138,4.181650161743164,0.5471079826354981,0.6530015367598473,0.3449428005323286
E9,9,3.9675888220469155,4.229265186521742,0.3889678849114312,0.6390507475400106,0.35952616514471547
